CASENO,SEVERITY,ACCDATE,ACCTIME,NOVEH,NOINJ,NOKILLED,INNEAR,COMMNAME,UGRID,USTREET1,USTREET2,UBLOCK,ROADAUTH,CTRLSECT,ATKM,RM,SIDEOF,QTR,SEC,TWP,RGE,MER,OTHERLOC
1469134,INJURY,2006-05-08,1840,2,1,0,IN,SOUTHEND,,KEPICHEWIN ST,,,URBAN,,,,,,,,,,
1265994,INJURY,2006-05-13,1310,2,1,0,IN,LA LOCHE,,LEMAIGRE ST,1413 FRT OF,,URBAN,,,,,,,,,,
1529677,INJURY,2006-05-13,1217,2,1,0,IN,SASKATOON,SKAA6-19,DIEFENBAKER DR,FISHER CR 600,,URBAN,,,,,,,,,,
1529913,INJURY,2006-05-17,1615,2,1,0,IN,SASKATOON,SKE8-21,20TH ST,AVE L,,URBAN,,,,,,,,,,
1518191,INJURY,2006-05-18,1705,2,1,0,IN,SASKATOON,SKG8-42,4TH AVE,200 S 20TH - 21ST,,URBAN,,,,,,,,,,
1460668,INJURY,2006-05-19,1629,2,1,0,IN,WEYBURN,,2ND ST,COTEAU AVE,,URBAN,,,,,,,,,,
1512446,INJURY,2006-05-19,1700,2,1,0,IN,MOOSE JAW,,FAIRFORD ST E,MAIN ST N,,URBAN,,,,,,,,,,
1521912,INJURY,2006-05-19,1048,2,1,0,IN,SASKATOON,SKU,UNKNOWN,,,URBAN,,,,,,,,,,
1530343,INJURY,2006-05-19,1950,2,1,0,IN,SASKATOON,SKH5-41,7TH AVE,WARMAN RD,,URBAN,,,,,,,,,,
1515074,INJURY,2006-05-26,1300,2,1,0,IN,REGINA,RE709460,VICTORIA AVE,WINNIPEG ST,,URBAN,,,,,,,,,,
1494570,INJURY,2006-05-29,1225,2,1,0,IN,REGINA,RE689010,ALBERT ST,SASKATCHEWAN DR,,URBAN,,,,,,,,,,
1524583,INJURY,2006-05-29,2110,2,1,0,IN,SASKATOON,SKN6-67,CENTRAL AVE,GRAY AVE - TRACKS,,URBAN,,,,,,,,,,
1530442,INJURY,2006-05-30,900,2,1,0,IN,SASKATOON,SKE8-27,20TH ST,AVE M,,URBAN,,,,,,,,,,
1311917,INJURY,2006-06-03,1150,2,1,0,IN,FOAM LAKE,,BRAY AVE,CAMERON ST,,URBAN,,,,,,,,,,
1510094,INJURY,2006-06-07,1720,2,1,0,IN,SASKATOON,SKC8-38,AVE X,300 S 19TH - 20TH,,URBAN,,,,,,,,,,
1537730,INJURY,2006-06-07,1600,2,1,0,IN,LLOYDMINSTER,,46TH AVE,4400,,URBAN,,,,,,,,,,
1572507,INJURY,2006-06-08,2106,2,1,0,IN,REGINA,RE682240,2ND AVE N,YORK ST,,URBAN,,,,,,,,,,
1460672,INJURY,2006-06-13,650,2,1,0,IN,WEYBURN,,BRIMACOMBE DR,DOUGLAS RD,,URBAN,,,,,,,,,,
1503271,INJURY,2006-06-13,1700,2,1,0,IN,LLOYDMINSTER,,44TH ST,50TH AVE,,URBAN,,,,,,,,,,
1468699,INJURY,2006-06-14,2213,2,1,0,IN,MOOSE JAW,,9TH AVE NW,ATHABASCA ST W,,URBAN,,,,,,,,,,
1296932,INJURY,2006-06-19,1307,2,1,0,IN,PRINCE ALBERT,PA15SW05,15TH ST W,500,,URBAN,,,,,,,,,,
1508763,INJURY,2006-06-21,1758,2,1,0,IN,SASKATOON,SKF3-19,AVE C,45TH - 46TH,,URBAN,,,,,,,,,,
1540646,INJURY,2006-06-21,1630,2,1,0,IN,SASKATOON,SKH9-49,8TH ST,BROADWAY AVE,,URBAN,,,,,,,,,,
1540596,INJURY,2006-06-22,1800,2,1,0,IN,SASKATOON,SKM6-3,108TH ST,EGBERT AVE,,URBAN,,,,,,,,,,
1271483,INJURY,2006-06-23,1429,2,1,0,IN,MOOSE JAW,,GRANDVIEW ST W,1406,,URBAN,,,,,,,,,,
1510438,INJURY,2006-06-23,9999,2,1,0,IN,SASKATOON,SKE8-4,AVE I,300 S 19TH - 20TH,,URBAN,,,,,,,,,,
1515569,INJURY,2006-06-23,1235,2,1,0,IN,REGINA,RE689970,ARENS RD E,CROCUS DR E LEG / TELL PL,,URBAN,,,,,,,,,,
1526730,INJURY,2006-06-23,1950,2,1,0,IN,SASKATOON,SKD7-40,AVE W,RUSHOLME - RYLSTON,,URBAN,,,,,,,,,,
1432109,INJURY,2006-06-23,1305,2,1,0,IN,YORKTON,,BACK ALLEY,200 DRACUP BK EXIT BY $STORE,,URBAN,,,,,,,,,,
1297248,INJURY,2006-06-24,1755,2,1,0,IN,PRINCE ALBERT,PA05AE07,5TH AVE E,700,,URBAN,,,,,,,,,,
1451865,INJURY,2006-06-25,930,2,1,0,IN,ASSINIBOIA,,2ND AVE W,3RD ST W,,URBAN,,,,,,,,,,
1537485,INJURY,2006-06-25,1300,2,1,0,NEAR,EDGELEY,,,,,NOT KNOWN,,,,,,,,,,Hwy - Edgeley area
1521919,INJURY,2006-06-26,1538,2,1,0,IN,SASKATOON,SKG6-3,2ND AVE,KING ST,,URBAN,,,,,,,,,,
1530030,INJURY,2006-06-27,1540,2,1,0,IN,SASKATOON,SKF8-31,AVE F,200 S 20TH - 21ST,,URBAN,,,,,,,,,,
1524587,INJURY,2006-06-28,1852,2,1,0,IN,SASKATOON,SKG7-103,22ND ST,AUDITORIUM AVE / PACIFIC AVE,,URBAN,,,,,,,,,,
1493398,INJURY,2006-06-29,1130,2,1,0,IN,REGINA,RE680880,23RD AVE,ALBERT ST,,URBAN,,,,,,,,,,
1510439,INJURY,2006-07-01,1854,2,1,0,IN,SASKATOON,SKL9-7,8TH ST,EMERSON AVE,,URBAN,,,,,,,,,,
1512642,INJURY,2006-07-01,1300,2,1,0,IN,MOOSE JAW,,4TH AVE,1200,,URBAN,,,,,,,,,,
812110,INJURY,2006-07-01,2000,2,1,0,IN,SASKATOON,SKLANE,LANE / ALLEY UNSPECIFIED,MID BLOCK,,URBAN,,,,,,,,,,
1495205,INJURY,2006-07-03,2018,2,1,0,IN,REGINA,RE675730,11TH AVE,HAMILTON ST,,URBAN,,,,,,,,,,
1537744,INJURY,2006-07-04,2359,2,1,0,IN,LLOYDMINSTER,,44TH ST,49TH AVE,,URBAN,,,,,,,,,,
1468841,INJURY,2006-07-05,1750,2,1,0,IN,MOOSE JAW,,HOCHELAGA ST W,MAIN ST,,URBAN,,,,,,,,,,
1530216,INJURY,2006-07-05,1845,2,1,0,IN,SASKATOON,SKF7-27,25TH ST,AVE C,,URBAN,,,,,,,,,,
1525184,INJURY,2006-07-07,1730,2,1,0,IN,SASKATOON,SKH9-69,13TH ST,UNIVERSITY DR,,URBAN,,,,,,,,,,
1540005,INJURY,2006-07-07,1600,2,1,0,IN,SASKATOON,SKG4-5,1ST AVE,CIRCLE DR,,URBAN,,,,,,,,,,
1508680,INJURY,2006-07-08,1208,2,1,0,IN,SASKATOON,SKE6-74,29TH ST,AVE O - AVE P,,URBAN,,,,,,,,,,
1523601,INJURY,2006-07-09,250,2,1,0,IN,SASKATOON,SKM11-13,ARLINGTON AVE,BALDWIN CR,,URBAN,,,,,,,,,,
1530014,INJURY,2006-07-12,2316,2,1,0,IN,SASKATOON,SKJ9-12,8TH ST,EWART AVE,,URBAN,,,,,,,,,,
1484467,INJURY,2006-07-14,1927,2,1,0,IN,SASKATOON,SKB8-7,FAIRLIGHT DR,FAIRMONT DR,,URBAN,,,,,,,,,,
1523617,INJURY,2006-07-14,1645,2,1,0,IN,SASKATOON,SKM9-1,8TH ST,3000  - 3100  ARLINGTON - CIRC,,URBAN,,,,,,,,,,
1539802,INJURY,2006-07-19,1501,2,1,0,IN,SASKATOON,SKJ2-26,CIVIC CENRE / LAWSON MALL,PRIMROSE DR,,URBAN,,,,,,,,,,
1296922,INJURY,2006-07-20,1815,2,1,0,IN,PRINCE ALBERT,PA11E7,7TH ST,11TH AVE E,,URBAN,,,,,,,,,,
1540348,INJURY,2006-07-20,1530,2,1,0,IN,SASKATOON,SKU,UNKNOWN,LOCATION NOT KNOWN,,URBAN,,,,,,,,,,
1540499,INJURY,2006-07-20,1300,2,1,0,IN,SASKATOON,SKG7-19,24TH ST,IDYLWYLD DR,,URBAN,,,,,,,,,,
1476135,FATAL,2006-07-20,1600,2,0,1,IN,INDIAN HEAD,,GRAND AVE,300,,URBAN,,,,,,,,,,
1512222,INJURY,2006-07-22,2330,2,1,0,IN,MOOSE JAW,,MAIN ST N,908,,URBAN,,,,,,,,,,
1435536,INJURY,2006-07-23,1705,2,1,0,IN,OXBOW,,BOW ST,MARION AVE,,URBAN,,,,,,,,,,
1550204,INJURY,2006-07-24,1705,2,1,0,IN,REGINA,RE374900,7TH AVE N,1200-1235,,URBAN,,,,,,,,,,
1460378,INJURY,2006-07-25,1320,2,1,0,IN,WEYBURN,,2ND ST,PRAIRIE AVE,,URBAN,,,,,,,,,,
1539876,INJURY,2006-07-27,1235,2,1,0,IN,SASKATOON,SKF8-50,20TH ST,AVE D,,URBAN,,,,,,,,,,
1491791,INJURY,2006-07-28,2100,2,1,0,IN,ESTEVAN,,NEWCOMBE DR,2000,,URBAN,,,,,,,,,,
1530081,INJURY,2006-07-28,1550,2,1,0,IN,SASKATOON,SKH9-20,LANSDOWNE AVE,MAIN ST,,URBAN,,,,,,,,,,
1513416,INJURY,2006-08-02,512,3,1,0,IN,REGINA,RE707020,PARLIAMENT AVE,SPENCE ST,,URBAN,,,,,,,,,,
1524740,INJURY,2006-08-05,155,2,1,0,IN,SASKATOON,SKH7-7,6TH AVE,24TH ST,,URBAN,,,,,,,,,,
1496647,INJURY,2006-08-07,1421,2,1,0,IN,REGINA,RE28000,AVONHURST DR,2600-2750,,URBAN,,,,,,,,,,
1332842,INJURY,2006-08-08,1645,2,1,0,IN,REGINA,RE352100,SCARTH ST,2000-2099,,URBAN,,,,,,,,,,
1523633,INJURY,2006-08-08,2318,2,1,0,IN,SASKATOON,SKJ9-51,12TH ST,MACKINNON AVE,,URBAN,,,,,,,,,,
1529950,INJURY,2006-08-08,1045,2,1,0,IN,SASKATOON,SKL9-25,14TH ST,PRESTON AVE,,URBAN,,,,,,,,,,
1431079,INJURY,2006-08-11,1215,2,1,0,IN,YORKTON,,BROADWAY ST,BRODIE AVE,,URBAN,,,,,,,,,,
1537748,INJURY,2006-08-12,2240,2,1,0,IN,LLOYDMINSTER,,36TH ST,50TH AVE,,URBAN,,,,,,,,,,
1523762,INJURY,2006-08-14,1500,2,1,0,IN,SASKATOON,SKG7-38,2ND AVE,400 N 25TH - 26TH,,URBAN,,,,,,,,,,
1535054,INJURY,2006-08-14,1635,2,1,0,IN,MELFORT,,SASKATCHEWAN AVE W,104,,URBAN,,,,,,,,,,
1539828,INJURY,2006-08-16,1618,2,1,0,IN,SASKATOON,SKF8-82,19TH ST,AVE C,,URBAN,,,,,,,,,,
1540926,INJURY,2006-08-17,1835,2,1,0,IN,SASKATOON,SKE7-8,22ND ST,AVE J,,URBAN,,,,,,,,,,
1515413,INJURY,2006-08-18,1226,2,1,0,IN,REGINA,RE6700,ALBERT ST,651-675,,URBAN,,,,,,,,,,
1494112,INJURY,2006-08-20,1423,2,1,0,IN,REGINA,RE178200,GORDON RD,2800-3050,,URBAN,,,,,,,,,,
1513421,INJURY,2006-08-21,1200,2,1,0,IN,REGINA,RE688540,9TH AVE,WINNIPEG ST,,URBAN,,,,,,,,,,
1407521,INJURY,2006-08-24,2107,2,1,0,IN,SASKATOON,SKF7-33,22ND ST,AVE D,,URBAN,,,,,,,,,,
1494221,INJURY,2006-08-25,1250,2,1,0,IN,REGINA,RE53700,CAMERON ST,1300-1399,,URBAN,,,,,,,,,,
1499078,INJURY,2006-08-25,1625,2,1,0,IN,SASKATOON,SKM9-1,8TH ST,3000  - 3100  ARLINGTON - CIRC,,URBAN,,,,,,,,,,
1549772,INJURY,2006-08-26,1245,2,1,0,IN,REGINA,RE691290,AVONHURST DR,ELPHINSTONE ST,,URBAN,,,,,,,,,,
1529331,INJURY,2006-08-27,1755,2,1,0,IN,SASKATOON,SKJ8-73,CLARENCE AVE,UNIVERSITY DR,,URBAN,,,,,,,,,,
1540011,INJURY,2006-08-28,1615,2,1,0,IN,SASKATOON,SKF8-44,AVE G,20TH ST,,URBAN,,,,,,,,,,
1297884,INJURY,2006-08-29,830,2,1,0,IN,PRINCE ALBERT,PA2W16,2ND AVE W,16TH ST,,URBAN,,,,,,,,,,
1539970,INJURY,2006-08-29,1656,2,1,0,IN,SASKATOON,SKE9-34,11TH ST,AVE M,,URBAN,,,,,,,,,,
1514179,INJURY,2006-08-30,1400,2,1,0,IN,REGINA,RE682220,2ND AVE N,RAE ST,,URBAN,,,,,,,,,,
1515450,INJURY,2006-08-31,1456,2,1,0,IN,REGINA,RE678110,15TH AVE,BROAD ST,,URBAN,,,,,,,,,,
1522455,INJURY,2006-08-31,1548,2,1,0,IN,REGINA,RE6100,ALBERT ST,1200-1299,,URBAN,,,,,,,,,,
1508363,INJURY,2006-09-01,732,2,1,0,IN,SASKATOON,SKM9-94,8TH ST,ON RAMP TO CIRCLE DR SB,,URBAN,,,,,,,,,,
1550014,INJURY,2006-09-01,1130,2,1,0,IN,REGINA,RE677120,13TH AVE,MCINTYRE ST,,URBAN,,,,,,,,,,
1511455,INJURY,2006-09-02,1440,2,1,0,IN,MOOSE JAW,,5TH AVE NW,CARIBOU ST W,,URBAN,,,,,,,,,,
1297190,INJURY,2006-09-03,1530,2,1,0,IN,PRINCE ALBERT,PA02AW28,2ND AVE W,2800,,URBAN,,,,,,,,,,
1513607,INJURY,2006-09-03,1500,2,1,0,IN,REGINA,RE679850,1ST AVE N,MCCARTHY BLVD,,URBAN,,,,,,,,,,
1495047,INJURY,2006-09-04,1900,2,1,0,IN,REGINA,RE685840,7TH AVE N,NOLLET AVE,,URBAN,,,,,,,,,,
1495048,INJURY,2006-09-04,1830,2,1,0,IN,REGINA,RE691340,AVONHURST DR,RETALLACK ST,,URBAN,,,,,,,,,,
1515037,INJURY,2006-09-04,1746,2,1,0,IN,REGINA,RE685760,7TH AVE N,MCCARTHY BLVD N,,URBAN,,,,,,,,,,
1296701,INJURY,2006-09-05,1910,2,1,0,IN,PRINCE ALBERT,PA6E13,6TH AVE E,13TH ST,,URBAN,,,,,,,,,,
1496027,INJURY,2006-09-06,2330,2,1,0,IN,REGINA,RE683700,5TH AVE,ELPHINSTONE ST,,URBAN,,,,,,,,,,
1523978,INJURY,2006-09-06,1314,2,1,0,IN,SASKATOON,SKH9-58,BROADWAY AVE,700 S 10TH - 11TH,,URBAN,,,,,,,,,,
1489329,INJURY,2006-09-08,822,2,1,0,IN,YORKTON,,BROADWAY ST W,GLADSTONE ST,,URBAN,,,,,,,,,,
1515532,INJURY,2006-09-09,1856,2,1,0,IN,REGINA,RE683430,4TH AVE,LEWVAN DR,,URBAN,,,,,,,,,,
1530118,INJURY,2006-09-11,805,2,1,0,IN,SASKATOON,SKN5-12,115TH ST,400  FOREST - SPRUCE,,URBAN,,,,,,,,,,
1512969,INJURY,2006-09-12,1715,2,1,0,IN,REGINA,RE689800,ARCOLA AVE E,COLLEGE AVE E,,URBAN,,,,,,,,,,
1530195,INJURY,2006-09-12,1727,2,1,0,IN,SASKATOON,SKH9-55,BROADWAY AVE,800 S MAIN - 10TH,,URBAN,,,,,,,,,,
1535057,INJURY,2006-09-14,1215,2,1,0,IN,MELFORT,,CRAWFORD AVE,MAIN ST,,URBAN,,,,,,,,,,
1539943,INJURY,2006-09-23,928,2,1,0,IN,SASKATOON,SKF7-34,22ND ST,400 W AVE D - AVE E,,URBAN,,,,,,,,,,
1549834,INJURY,2006-09-23,240,2,1,0,IN,REGINA,RE707260,LEWVAN DR,PASQUA ST / SHERWOOD DR,,URBAN,,,,,,,,,,
1349296,INJURY,2006-09-25,1135,2,1,0,IN,REGINA,RE681820,2ND AVE N,WINNIPEG ST,,URBAN,,,,,,,,,,
1443924,INJURY,2006-09-29,1431,2,2,0,IN,SASKATOON,SKG8-3,2ND AVE,22ND ST,,URBAN,,,,,,,,,,
1514486,INJURY,2006-09-30,1420,2,1,0,IN,REGINA,RE697460,DEWDNEY AVE,SOUTH RAILWAY ST / WINNIPEG ST,,URBAN,,,,,,,,,,
1550468,INJURY,2006-10-02,1430,2,1,0,IN,REGINA,RE678070,15TH AVE,ANGUS ST,,URBAN,,,,,,,,,,
1349364,INJURY,2006-10-03,746,2,1,0,IN,REGINA,RE441500,VICTORIA AVE,1800-1899,,URBAN,,,,,,,,,,
1349366,INJURY,2006-10-04,2235,2,1,0,IN,REGINA,RE708560,ROSE ST,SASKATCHEWAN DR,,URBAN,,,,,,,,,,
1511463,INJURY,2006-10-05,2000,2,1,0,IN,MOOSE JAW,,9TH AVE NW,JAMES ST,,URBAN,,,,,,,,,,
1513678,INJURY,2006-10-05,1855,2,1,0,IN,REGINA,RE141100,15TH AVE,2600-2699,,URBAN,,,,,,,,,,
1550465,INJURY,2006-10-05,1245,2,1,0,IN,REGINA,RE684590,6TH AVE N,ARGYLE ST N,,URBAN,,,,,,,,,,
1522315,INJURY,2006-10-08,1300,2,1,0,IN,REGINA,RE190200,HAMILTON ST,2000-2099,,URBAN,,,,,,,,,,
1550901,INJURY,2006-10-09,1725,2,1,0,IN,REGINA,RE710440,CASTLE RD,GRANT DR W INT,,URBAN,,,,,,,,,,
1296501,INJURY,2006-10-13,830,2,1,0,IN,PRINCE ALBERT,PAC22,22ND ST,CENTRAL AVE,,URBAN,,,,,,,,,,
1468420,INJURY,2006-10-18,1540,2,1,0,IN,MOOSE JAW,,3RD AVE N E,CARIBOU ST E,,URBAN,,,,,,,,,,
1550402,INJURY,2006-10-23,1113,2,1,0,IN,REGINA,RE697760,DEWDNEY AVE,LEWVAN DR,,URBAN,,,,,,,,,,
1513860,INJURY,2006-10-24,1350,2,1,0,IN,REGINA,RE5900,ALBERT ST,1400-1499,,URBAN,,,,,,,,,,
1528022,INJURY,2006-10-25,1930,2,1,0,IN,SASKATOON,SKF8-54,20TH ST,AVE B,,URBAN,,,,,,,,,,
1523894,INJURY,2006-10-27,9999,2,1,0,IN,SASKATOON,SKL6-13,CIRCLE DR,ON RAMP @ 108TH,,URBAN,,,,,,,,,,
1524673,INJURY,2006-10-29,1415,2,1,0,IN,SASKATOON,SKF7-83,22ND ST,AVE H,,URBAN,,,,,,,,,,
1539392,INJURY,2006-10-30,2008,2,1,0,IN,SASKATOON,SKM9-36,14TH ST,CIRCLE DR OFF RAMP,,URBAN,,,,,,,,,,
1527112,INJURY,2006-11-03,915,2,1,0,IN,SASKATOON,SKG8-50,3RD AVE,20TH ST,,URBAN,,,,,,,,,,
1528616,INJURY,2006-11-03,1645,2,1,0,IN,SASKATOON,SKJ10-34,MCKINNON AVE N,TAYLOR ST,,URBAN,,,,,,,,,,
1527314,INJURY,2006-11-07,1605,2,1,0,IN,SASKATOON,SKJ9-54,8TH ST,CLARENCE AVE,,URBAN,,,,,,,,,,
1554109,INJURY,2006-11-10,1351,2,1,0,IN,SWIFT CURRENT,,JACKSON DR,TIMS CR,,URBAN,,,,,,,,,,
1349369,INJURY,2006-11-17,758,2,1,0,IN,REGINA,RE707000,PARLIAMENT AVE,RETALLACK ST,,URBAN,,,,,,,,,,
1550407,INJURY,2006-12-12,2037,2,1,0,IN,REGINA,RE684060,5TH AVE,ARGYLE ST,,URBAN,,,,,,,,,,
1516424,INJURY,2006-12-18,1515,2,1,0,IN,REGINA,RE89200,DEWDNEY AVE,2300-2499,,URBAN,,,,,,,,,,
1557291,INJURY,2007-01-08,1850,2,1,0,IN,SASKATOON,SKM11-43,TAYLOR ST,3000  ARLINGTON - CAMERON,,URBAN,,,,,,,,,,
1287065,INJURY,2007-03-12,1000,2,1,0,IN,WEYBURN,,5TH ST,COTEAU AVE,,URBAN,,,,,,,,,,
1460295,INJURY,2007-03-12,1000,2,1,0,IN,WEYBURN,,5TH ST,COTEAU AVE,,URBAN,,,,,,,,,,
1568930,INJURY,2007-04-04,1608,2,1,0,IN,MOOSE JAW,,MAIN ST N,RIVER,,URBAN,,,,,,,,,,
1551567,INJURY,2007-04-07,1345,2,1,0,IN,REGINA,RE675490,11TH AVE,ST JOHN ST,,URBAN,,,,,,,,,,
1567860,INJURY,2007-04-13,635,2,1,0,IN,SASKATOON,SKJ7-1,UNIVERSITY OF SASKATCHEWAN,PRIVATE PROPERTY,,URBAN,,,,,,,,,,
1482274,INJURY,2007-04-15,1615,2,1,0,IN,REGINA,RE705160,MCCARTHY BLVD,ROCHDALE BLVD,,URBAN,,,,,,,,,,
1535072,INJURY,2007-04-15,1000,2,1,0,IN,MELFORT,,MELFORT ST,100,,URBAN,,,,,,,,,,
1544757,INJURY,2007-04-18,1528,2,1,0,IN,NORTH BATTLEFORD,NBE11-36,102ND ST,1400,,URBAN,,,,,,,,,,
1550413,INJURY,2007-04-19,1520,2,1,0,IN,REGINA,RE697250,DEWDNEY AVE,ELPHINSTONE ST,,URBAN,,,,,,,,,,
1551931,INJURY,2007-04-20,1555,2,1,0,IN,REGINA,RE676270,12TH AVE,BROAD ST,,URBAN,,,,,,,,,,
1571201,INJURY,2007-04-20,2230,2,1,0,IN,REGINA,RE332800,ROBINSON ST,2100-2199,,URBAN,,,,,,,,,,
1551700,INJURY,2007-04-22,1705,2,1,0,IN,REGINA,RE692950,BROAD ST,DEWDNEY AVE,,URBAN,,,,,,,,,,
1553658,INJURY,2007-04-24,1530,2,1,0,IN,SWIFT CURRENT,,6TH AVE NW,SYDNEY ST W,,URBAN,,,,,,,,,,
1559511,INJURY,2007-04-24,1530,2,1,0,IN,SASKATOON,SKG5-28,33RD ST,IDYLWYLD DR,,URBAN,,,,,,,,,,
1556790,INJURY,2007-04-27,2307,2,1,0,IN,SASKATOON,SKN9-1,8TH ST,3400  - 3500  ACADIA - MOSS,,URBAN,,,,,,,,,,
1511549,INJURY,2007-04-28,1129,3,2,0,IN,MOOSE JAW,,IROQUOIS ST N,O,,URBAN,,,,,,,,,,
1532338,INJURY,2007-04-28,2100,2,1,0,IN,OXBOW,,MC CALL ST,UNKNOWN,,URBAN,,,,,,,,,,
1480548,INJURY,2007-04-29,1151,2,1,0,IN,REGINA,RE701150,GORDON RD,LEWVAN DR,,URBAN,,,,,,,,,,
1552230,INJURY,2007-04-30,808,2,1,0,IN,REGINA,RE690480,ARGYLE ST,SHERWOOD DR,,URBAN,,,,,,,,,,
1505002,INJURY,2007-05-01,1205,2,1,0,IN,YORKTON,,GLADSTONE AVE,INDEPENDENT ST,,URBAN,,,,,,,,,,
1516191,INJURY,2007-05-02,1701,2,1,0,IN,REGINA,RE707710,QUEBEC ST,VICTORIA AVE,,URBAN,,,,,,,,,,
1551939,INJURY,2007-05-02,1934,2,1,0,IN,REGINA,RE683170,4TH AVE,ALBERT ST,,URBAN,,,,,,,,,,
1550352,INJURY,2007-05-04,2358,2,1,0,IN,REGINA,RE708860,ARCOLA AVE / SASKATCHEWAN DR,WINNIPEG ST,,URBAN,,,,,,,,,,
1568958,INJURY,2007-05-04,835,2,1,0,IN,MOOSE JAW,,6TH AVE N W,MACDONALD ST,,URBAN,,,,,,,,,,
1552216,INJURY,2007-05-06,2040,2,1,0,IN,REGINA,RE701310,GRAHAM RD,JENKINS DR E,,URBAN,,,,,,,,,,
1559453,INJURY,2007-05-07,1545,2,1,0,IN,SASKATOON,SKB6-24,CONFEDERATION DR,JOHN A MACDONALD RD,,URBAN,,,,,,,,,,
1573600,INJURY,2007-05-07,1540,2,1,0,IN,SASKATOON,SKN11-9,TAYLOR ST,ACADIA - KINGSMERE BLVD,,URBAN,,,,,,,,,,
1573608,INJURY,2007-05-07,9999,2,1,0,IN,SASKATOON,SKN11-9,TAYLOR ST,ACADIA - KINGSMERE BLVD,,URBAN,,,,,,,,,,
1567183,INJURY,2007-05-07,1555,2,1,0,IN,SASKATOON,SKG7-85,23RD ST,3RD - 4TH,,URBAN,,,,,,,,,,
1493566,INJURY,2007-05-08,1905,2,1,0,IN,REGINA,RE680920,23RD AVE,HILLSDALE ST,,URBAN,,,,,,,,,,
1513507,INJURY,2007-05-09,742,2,1,0,IN,REGINA,RE714000,1ST AVE N,LEWVAN DR,,URBAN,,,,,,,,,,
1571203,INJURY,2007-05-11,145,2,1,0,IN,REGINA,RE696740,COLEMAN CR,VICTORIA AVE,,URBAN,,,,,,,,,,
1571232,INJURY,2007-05-11,800,2,1,0,IN,REGINA,RE709740,8TH AVE N,BROAD ST N N INT,,URBAN,,,,,,,,,,
1550331,INJURY,2007-05-14,1814,2,1,0,IN,REGINA,RE691140,ATHOL ST,DEWDNEY AVE,,URBAN,,,,,,,,,,
1514384,INJURY,2007-05-16,1230,2,1,0,IN,REGINA,RE706300,MONTAGUE ST,VICTORIA AVE,,URBAN,,,,,,,,,,
1559020,INJURY,2007-05-16,1201,2,1,0,IN,ESTEVAN,,13 TH AVE,UNKNOWN,,URBAN,,,,,,,,,,
1569202,INJURY,2007-05-17,1944,2,1,0,IN,MOOSE JAW,,8TH AVE N W,ATHABASCA ST W,,URBAN,,,,,,,,,,
1504631,INJURY,2007-05-26,1658,2,1,0,IN,YORKTON,,BROADWAY ST E,MELROSE,,URBAN,,,,,,,,,,
1515636,INJURY,2007-05-28,750,2,1,0,IN,REGINA,RE679710,1ST AVE N,BROAD ST,,URBAN,,,,,,,,,,
1548311,INJURY,2007-05-29,1637,2,1,0,IN,REGINA,RE687840,9TH AVE,ELPHINSTONE ST,,URBAN,,,,,,,,,,
1548906,INJURY,2007-05-29,630,2,1,0,IN,REGINA,RE676610,12TH AVE,WALLACE ST,,URBAN,,,,,,,,,,
1308473,INJURY,2007-06-01,118,2,1,0,IN,LANIGAN,,BAUN ST,FOLLEY CR,,URBAN,,,,,,,,,,
1567440,INJURY,2007-06-01,2140,2,1,0,IN,SASKATOON,SKD7-41,22ND ST,2200 W AVE V - AVE W,,URBAN,,,,,,,,,,
1295108,INJURY,2007-06-02,830,2,1,0,IN,PRINCE ALBERT,PA5E10,5TH AVE E,10TH ST,,URBAN,,,,,,,,,,
1538984,INJURY,2007-06-04,1745,2,1,0,IN,MOOSOMIN,,MAIN ST,600,,URBAN,,,,,,,,,,
1296820,INJURY,2007-06-08,1735,2,1,0,IN,PRINCE ALBERT,PAO,UNKNOWN,LOCATION NOT KNOWN,,URBAN,,,,,,,,,,
1573877,INJURY,2007-06-09,2007,2,1,0,IN,SASKATOON,SKN9-32,8TH ST,MCKERCHER DR,,URBAN,,,,,,,,,,
1448524,INJURY,2007-06-10,1930,2,1,0,IN,REGINA,RE682940,4TH AVE,MCCARTHY BLVD,,URBAN,,,,,,,,,,
1493567,INJURY,2007-06-12,1533,2,1,0,IN,REGINA,RE680880,23RD AVE,ALBERT ST,,URBAN,,,,,,,,,,
1573942,INJURY,2007-06-12,1800,2,1,0,IN,SASKATOON,SKG8-7,4TH AVE,22ND ST,,URBAN,,,,,,,,,,
1567163,INJURY,2007-06-13,1902,2,1,0,IN,SASKATOON,SKF8-42,20TH ST,AVE H,,URBAN,,,,,,,,,,
1549781,INJURY,2007-06-14,809,2,1,0,IN,REGINA,RE687530,8TH AVE,OSLER ST,,URBAN,,,,,,,,,,
1559429,INJURY,2007-06-14,1550,2,1,0,IN,ESTEVAN,,14TH AVE,1ST ST,,URBAN,,,,,,,,,,
1561142,INJURY,2007-06-15,1637,2,1,0,IN,SASKATOON,SKH9-14,14TH ST,800 E ALBERT - LANSDOWNE,,URBAN,,,,,,,,,,
1573164,INJURY,2007-06-15,1830,2,1,0,IN,REGINA,RE697460,DEWDNEY AVE,SOUTH RAILWAY ST / WINNIPEG ST,,URBAN,,,,,,,,,,
1567339,INJURY,2007-06-19,839,2,1,0,IN,SASKATOON,SKO8-7,BOYCHUK DR,MCKERCHER DR,,URBAN,,,,,,,,,,
